job_id,title,company,date,link,insight,description
3973575366,Compliance Manager,Solera Health,2024-07-11,https://www.linkedin.com/jobs/view/compliance-manager-at-solera-health-3973575366?position=1&pageNum=0&refId=aKtgzEHLJZOqU0cjYOR6rg%3D%3D&trackingId=h1mg%2Fl0fRHlwWMA2O8Rqgw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About the Company

Solera is changing lives by guiding people to better health solutions that work. Solera’s value-based technology platform enables successful interventions that address the most prevalent and costly chronic conditions. Solera matches consumers to their best-fit solution within carefully curated networks of digital and community-based point solutions and drives superior engagement and outcomes by managing performance. Solera’s technology platform serves payers and employers by streamlining, integrating, and creating accountability in the point solution ecosystem.




About the Role

As a Compliance Manager at Solera Health, you will play a pivotal role in advancing our compliance initiatives and ensuring adherence to regulatory requirements. You will lead and support various projects to enhance Solera’s Compliance Program, collaborating closely with stakeholders across the organization to integrate compliance strategies with business objectives effectively.




Essential Roles and Responsibilities

Update Compliance Program: Modify the Compliance Program in response to changes in regulations or business operations.
Stakeholder Collaboration: Foster strong relationships with key leaders, understanding business priorities to align and integrate compliance programs across departments.
Audit Support: Assist the Director of Compliance in conducting internal and external audits, ensuring timely completion and guiding corrective actions.
Compliance Issue Resolution: Maintain the Compliance Complaint log, overseeing prompt investigation and resolution of compliance issues.
Metrics and Reporting: Develop and monitor compliance metrics, preparing insightful reports for Senior Management.
Risk Assessment: Conduct periodic reviews to assess compliance risk and evaluate the effectiveness of compliance controls.
Policy Development: Draft, review, and update compliance policies and procedures to address regulatory changes and business needs.
Communication and Presentation: Prepare presentations for the Compliance Committee, effectively communicating key insights.
Regulatory Awareness: Stay informed about changes in regulations and industry best practices, proactively communicating updates to relevant stakeholders.




Expected Skills and Competencies

Solid understanding of laws, regulations, and industry standards in Healthcare, Health Tech, or Health Services sectors.
Ability to thrive in a fast-paced, dynamic environment while managing multiple priorities and deadlines.
Self-driven with strong autonomy and excellent communication skills.
Detail-oriented with robust organizational and project management abilities.
Strong problem-solving skills, making data-driven decisions aligned with regulatory guidelines.
Proficiency in analyzing complex regulations and developing practical compliance strategies.




Education and Qualifications

Bachelor's Degree in Business Administration, Law, or related field; Advanced degree preferred.
Certification in Healthcare Compliance (e.g., CHC, CCEP, HCCP, or similar) is advantageous.
Minimum 3-5 years of experience in compliance and audit roles, with a significant focus on Healthcare Compliance and/or Health Tech solutions and platforms.
In-depth knowledge of healthcare regulations such as HIPAA and GDPR.
Proven track record in managing internal and external audits.




Supervisory Responsibilities

This role may involve overseeing a Compliance Analyst in the future.




Location

This is a fully remote position in the United States.




Benefits

Remote-first work environment
Competitive salary and compensation package
Flexible paid time off
Paid maternity and paternity leave
Adoption assistance program
Comprehensive medical, dental, and vision insurance
13 paid company holidays
401k retirement plan with company match
Complimentary FitBit, Sworkit, and Headspace accounts




Disclaimer




The information contained herein is not intended to be an all-inclusive list of the duties and responsibilities of the job, nor are they intended to be an all-inclusive list of the skills and abilities required to do the job. Management may, at its discretion, assign or reassign duties and responsibilities to this job at any time.




EEO




Solera Health provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal law requirements, Solera Health complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.




#LI-HL1

Show more "
3971570718,Senior Data Analyst,Solera Health,2024-07-09,https://www.linkedin.com/jobs/view/senior-data-analyst-at-solera-health-3971570718?position=2&pageNum=0&refId=aKtgzEHLJZOqU0cjYOR6rg%3D%3D&trackingId=UpxAXCAJtWLIQDMKvPvHwQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"About Solera

Solera is changing lives by guiding people to better health solutions that work. Solera’s value-based technology platform enables successful interventions that address the most prevalent and costly chronic conditions. Solera matches consumers to their best-fit solution within carefully curated networks of digital and community-based point solutions and drives superior engagement and outcomes by managing performance. Solera’s technology platform serves payers and employers by streamlining, integrating, and creating accountability in the point solution ecosystem.




About the Role

We are seeking a highly skilled and motivated Senior Data Analyst to join our dynamic Data Engineering team. In this role, you will leverage your advanced SQL expertise to analyze intricate datasets, deriving actionable insights that drive our data-driven initiatives forward. This fully remote position within the United States offers autonomy alongside collaboration with diverse, cross-functional teams. If you thrive in healthcare payor data analysis, excel in client interactions, and enjoy working independently, we encourage you to apply and contribute to our innovative projects.




Key Responsibilities

Data Analysis and SQL Expertise: Utilize your extensive SQL experience to analyze and interpret complex datasets.
Mapping and Testing Specifications: Lead the development and documentation of mapping specifications based on extensive data files and test case scenarios. Ensure accuracy and consistency in data transformation processes.
Healthcare Payor Data: Apply your expertise in healthcare payor data to extract meaningful insights and support data-driven decision-making.
Client Interaction: Engage directly with clients to understand their requirements, provide data insights, and effectively communicate technical concepts. Build and maintain strong client relationships.
Independence and Initiative: Proactively solve problems, take ownership of tasks, and deliver high-quality results with minimal supervision.
Collaboration: Work closely with cross-functional teams, particularly data engineers, to enhance our data practices and contribute to ongoing data-related projects.




Requirements

Bachelor's degree in Data Science, Computer Science, Information Systems, or a related field strongly preferred.
Minimum 5+ years of professional experience with SQL. Proficient in writing complex queries, optimizing performance, ensuring data accuracy, and manipulating large datasets.
Specific experience in analyzing healthcare payor data (e.g., claims, eligibility data).
Experience in working directly with raw data, including cleaning, transforming, and preparing it for analysis.
Led or participated in data meetings with clients or data vendors, discussing requirements, data quality, and solutions.
Experience in analyzing data files, identifying gaps in data fields or inconsistencies, and proposing solutions.
Proficiency in documenting data mappings from source to target systems, ensuring clarity and accuracy in data transformation processes
Skills in data cleansing techniques, creating reports, and visualizing data to communicate insights effectively.
Understanding of different data types, encoding methods, and their impact on data analysis and storage.




Preferred Qualifications

Experience with Google BigQuery or similar cloud-based data warehousing solutions.
Understanding of healthcare industry activities, trends, and regulations (e.g., HIPAA).
Experience in leadership or management roles, leading teams or projects.
Previous experience working in a startup environment, dealing with rapid growth and dynamic challenges.
Familiarity with Microsoft Azure cloud platform and its data services.
Familiarity with Python for data analysis.




Where you are located

This is a remote position based in the United States. Occasional travel (5%) may be required for business purposes.




Benefits

Remote-first work environment
Competitive salary and compensation package
Flexible paid time off
Paid maternity and paternity leave
Adoption assistance program
Comprehensive medical, dental, and vision insurance
13 paid company holidays
401k retirement plan with company match
Complimentary FitBit, Sworkit, and Headspace accounts




Disclaimer

The information contained herein is not intended to be an all-inclusive list of the duties and responsibilities of the job, nor are they intended to be an all-inclusive list of the skills and abilities required to do the job. Management may, at its discretion, assign or reassign duties and responsibilities to this job at any time.




EEO

Solera Health provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, Solera Health complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Show more "
3963798864,BI Developer Analyst,Blue Cross NC,2024-07-01,https://www.linkedin.com/jobs/view/bi-developer-analyst-at-blue-cross-nc-3963798864?position=2&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=%2FRdANR51a360w9P80yFI7w%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

IT is different here. Our work as technology specialists pushes the boundaries of what’s possible in health care. You will build solutions that make a real difference in people’s lives. Driven by the importance of their work, our team members innovate to elevate. We’re encouraged to be curious, collaborate, and turn ideas into solutions that can make health care better for all.

In this role you will serve between the business and technical communities for reporting/analytic development purposes. Design and develop Business Intelligence content (reports, dashboards, scorecards, analytic solutions) by identifying reporting/analytic requirements and determining business rules through a structured elicitation process. Ensure that information and BI content satisfies Enterprise business needs and the needs of individual departments.

If you are ready to make a career out of making a difference, then you are the person for this team.

What You Will Do


Elicit and review business reporting and analytic requirements from the business groups through formal interviews or facilitated sessions and translate into technical designs for enterprise business intelligence implementation.
Develop BI content (reports, dashboards, scorecards, analytic solutions) through the entire development life-cycle to provide data necessary to effectively make business decisions and measure goal attainment and overall performance.
Participate in work-stream planning process including inception, technical design, development, testing and delivery of BI solutions that emphasize speed to market results.
Perform analysis for a wide range of requests using data in different formats and from various platforms
Assist in BI tool evaluation including the development of proof-of-concept and pilot solutions.
Develop knowledge of business area processes and information needs and apply that knowledge in designing BI content for our users.
Coordinate user acceptance testing with the business community to ensure accurate delivery of data from the business requirements with the goal of receiving sign off.
Guide and advise business areas in identifying new data needs and delivery mechanisms for reporting information as well as self-service solutions.
Provide assistance to business areas in understanding enterprise data content, definitions and usage and the available BI tools.
Work with business areas to adapt their business processes to effectively use enterprise data sources for information and analytical needs.


What You Bring


Bachelor's degree or advanced degree (where required)
3+ years of experience in related field.
In lieu of degree, 5+ years of experience in related field.
Data Visualization Skills
SQL


Salary Range

$68,200.00 - $109,100.00
Show more "
3974399214,"Manager, Analytics",Blue Cross NC,2024-07-12,https://www.linkedin.com/jobs/view/manager-analytics-at-blue-cross-nc-3974399214?position=3&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=jwGm%2FyxaFA9D7PZfvq0%2BcA%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

IT is different here. Our work as technology specialists pushes the boundaries of what’s possible in health care. You will build solutions that make a real difference in people’s lives. Driven by the importance of their work, our team members innovate to elevate. We’re encouraged to be curious, collaborate, and turn ideas into solutions that can make health care better for all.

In this role you will be critical leader in managing our pharmacy analytics group and will be responsible for driving cost of care savings.

If you are ready to make a career out of making a difference, then you are the person for this team.

What You Will Do


Manage a team that consults with business areas to identify the most important data driven questions and define initiatives to drive strategic objectives
Promote the use of the latest tools and techniques for analysis to build sophisticated analytics products that power business decision making
Partner with the business areas to help craft their analytics road map (people, process and technology) to achieve business goals and identified priorities
Support the development, maintenance and integrity of data sets used for analysis of enterprise programs, reports, internal and external research projects, and analytic studies
Stay abreast of developments at the intersection of science, technology, and business relevant to the company and drive business innovation through analytics
Collaborate with leadership to ensure continued advancement of the enterprise’s analytics maturity
Support the creation and cultivation of an insights and analytics driven culture across the organization
Build relationships both within Blue Cross NC and the external analytics community to continue to attract and develop top-tier talent


What You Bring


Bachelor's degree or advanced degree (where required)
8+ years of experience in related field.
In lieu of degree, 10+ years of experience in related field.


Salary Range

$105,600.00 - $191,800.00
Show more "
3972232833,Senior AI/ML Scientist,Blue Cross NC,2024-07-10,https://www.linkedin.com/jobs/view/senior-ai-ml-scientist-at-blue-cross-nc-3972232833?position=5&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=VFphXIWFe%2F0EVK5opIZT6w%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

IT is different here. Our work as technology specialists pushes the boundaries of what’s possible in health care. You will build solutions that make a real difference in people’s lives. Driven by the importance of their work, our team members innovate to elevate. We’re encouraged to be curious, collaborate, and turn ideas into solutions that can make health care better for all.

In this role you will serve as the Senior AI/ML scientist to identify, research, and develop transformational predictive, prescriptive, and Generative AI (GenAI) solutions that translate structured and unstructured data into sound organizational decisions. Senior AI/ML scientist will combine statistical expertise, programming skills, and data science knowledge to create impactful self-learning applications and collaborate with multidisciplinary teams to integrate AI technologies into real-world systems and solutions to achieve business goals.

The AI/ML COE builds foundational AI/ML capabilities and solutions that serve multiple cross-domain business use cases and provide thought-leadership on the potential of AI/ML in delivering transformational value for the enterprise. AI/ML COE maintains and matures BCBSNC AI/ML operations environment, and AI/ML standards & best practices to enable scaling of data science solutions from ideation to prototype, automation, productionization, and integration into business workflows. AI/ML COE also maintains a community of practice for data scientists at BCBSNC and developing partnerships with universities, and other Blues plans.

What You Will Do


Own delivery of large and/or complex machine learning (ML), deep learning (DL), and Generative AI (GenAI) systems with self-learning capabilities that can adapt and evolve over time.
Design, implement, and evaluate artificial intelligence (AI) systems that can be used in production environments to meet business needs.
Apply prescriptive analytics techniques such as optimization, recommendation systems, and reinforcement learning to business problems.
Lead in the development and testing of appropriate ML algorithms, design & conduct experiments, collect and analyze data, and optimize performance of ML algorithms.
Stay updated with the advancements in artificial intelligence, machine learning, and generative AI methods and adapt new methods to effectively solve business problems.
Benchmark against existing machine learning methods and analyze results to identify strengths, weaknesses, and areas for improvement.
Develop prototypes and proof-of-concept implementations to demonstrate the feasibility and potential of new AI technologies including Generative AI.
Lead consultation sessions with business partners to distill the business needs and provide technical guidance on predictive and prescriptive AI approaches, ensuring alignment with business goals.
Drive continuous improvement by experimenting with novel techniques and refining existing models.
Leverage deep knowledge of software engineering principles in constructing sophisticated ML models and refining existing systems.
Identify actionable insights, suggest recommendations, and influence business direction by effectively communicating results to cross functional groups.


What You Bring


Bachelor's degree or advanced degree (where required)
5+ years of experience in related field.
In lieu of degree, 7+ years of experience in related field.


Salary Range

$110,000.00 - $199,000.00
Show more "
3975518358,Clinical Coding Analyst,Blue Cross NC,2024-07-12,https://www.linkedin.com/jobs/view/clinical-coding-analyst-at-blue-cross-nc-3975518358?position=6&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=cXoZnlphYeJPHHhB4zeCkg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Provides technical, clinical and coding expertise to support coding related projects. Consults/collaborates with all plan areas regarding national coding standards and applicability to BCBSNC claims processing systems and reimbursement policy. Presents findings and trends in coding practices to internal/external audiences and makes recommendations regarding coding standards.

What You'll Do


Provide consultative expertise to other areas (e.g. Compliance, Claims Operations, Legal, Network Management, third party vendors and Medical Policy) regarding current and emerging coding/documentation issues.
Develop policies and standard operating procedures for the Healthcare division, which impact multiple business areas to ensure compliance with regulatory agencies, state and federal law and ensure consistency of reviews and operations.
Obtain and maintain all Clinical Code sets as issued from CMS, AMA and ADA.
Collaborate with multiple business areas to determine & ensure proper coding logic in the claims processing systems, based on member benefits & existing guidelines
Acts as a knowledge resource to pricing & expense analyst regarding charge/pricing related issues, providing processing and programming recommendation
Identify trends in coding practices to internal/external audiences and make recommendations regarding coding standards.
Assimilate necessary documentation, including medical records, and apply clinical coding expertise to evaluate appropriateness of provider coding and assess medical necessity of services rendered with referral to Medical Director as appropriate.
Gather appropriate claims data, analyze and prepare summary of analysis to assist in the development of resource allocation strategies to meet changing business needs.
Respond to internal and external inquiries regarding specific medical procedure coding issues and provide education on proper coding techniques via written and/or telephonic communications.
Develop educational materials for providers identified as outliers and collaborate with Network Management on delivery/communication of information to provider.
Maintain documents for tracking audit results, status/outcomes of reviews etc.
Participate in or lead special projects based on business area needs requiring independent, sound decision making and broad based understanding of impact on the individual department as well as impact on corporate objectives.


What You'll Bring (Hiring Requirements)


RN or LPN with a valid NC license
3+ years of experience in related field
If LPN, 7+ years of experience in related field
Certified Professional Coder
Special Investigations Unit experience preferred


Salary Range

$68,200.00 - $109,100.00
Show more "
3942800274,AI/ML Governance Analyst,Blue Cross NC,2024-06-05,https://www.linkedin.com/jobs/view/ai-ml-governance-analyst-at-blue-cross-nc-3942800274?position=7&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=eeOU1K6egBqTXXoyBk%2FBlg%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Blue Cross and Blue Shield of North Carolina has an immediate need for a governance program support analyst to support our growing Artificial Intelligence and Machine Learning (AI/ML) governance program and the Principal Analyst who functions as BCNC’s primary focal point for AI/ML Strategy, Governance, & Risk Mgmt./Compliance.

In this position you will provide key programmatic support to include tracking myriad policy implementation tasks, governance actions, and compliance monitoring activities. Due to the cross-disciplinary equities of AI/ML, this position will also work closely with Enterprise Security, Privacy & Compliance, Legal, Vendor Mgmt., and Training teams, among others.

The AI/ML COE builds foundational AI/ML capabilities and solutions that serve multiple cross-domain business use cases and provide thought-leadership on the potential of AI/ML in delivering transformational value for the enterprise. AI/ML COE maintains and matures our AI/ML operations environment, and AI/ML standards & best practices to enable scaling of data science solutions from ideation to prototype, automation, productionization, and integration into business workflows. AI/ML COE also maintains a community of practice for data scientists at BCBSNC and developing partnerships with universities, and other Blues plans.

What You Will Do


Assist the Principal in tracking AI/ML-related legislation, policy, regulation, & industry standards and creating implementation plans/roadmaps
Assist the Principal in establishing and implementing our AI/ML governance and AI/ML risk management frameworks and take the lead on tasking and tracking related actions to ensure completion
Assist the Principal in performing risk evaluations of AI/ML activities and take the lead on documenting deficiencies, monitoring mitigations, and providing program metrics.
Take the lead in tracking AI/ML-related vendor actions—to include contract language disputes/drafts & vendor AI/ML assessment results-- and ensure they are tasked and completed by the appropriate SME
Help the Principal to establish notification processes where required by policy and regulation and take the lead in monitoring those processes and providing metrics, where appropriate
Assist the Principal in developing AI/ML-related governance/compliance training content and take the lead on integrating it into existing company-wide training efforts, where feasible
Establish and maintain a company-wide website/collaboration space that explains AI/ML governance rules, processes, and FAQs
Support governance forums as needed to include creating agendas, tracking action items for completion, and taking official minutes


What You Bring


Bachelor's degree or advanced degree (where required)
0-2 years of experience in related field.
In lieu of degree, 2+ years of experience in related field.


Preferred Experience


Ability to take a document or tasking and correctly discern which subject areas/organizational equities are affected
Experience supporting a governance body or working group, to include taking minutes.
Experience breaking down a policy into actionable requirements
Experience with creating new processes
Successful experience working in a heavily matrixed organization.
Some familiarity with topics related to Artificial Intelligence including Machine Learning, Generative AI, LLMs, etc., and a high-level working knowledge of how they fit together
Ability to create own structure and work successfully in a business area with constantly evolving requirements and leadership scrutiny
Experience leading the administrative aspects of a cross-disciplinary program or effort, to include metrics, action tracking, and communication
Experience developing high-quality written documentation, to include project milestones
Strong organizational skills


Salary Range

$74,000.00 - $118,200.00
Show more "
3972933689,Clinical Quality Management Analyst - 2 positions (Eastern NC and Western NC),Blue Cross NC,2024-07-10,https://www.linkedin.com/jobs/view/clinical-quality-management-analyst-2-positions-eastern-nc-and-western-nc-at-blue-cross-nc-3972933689?position=9&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=I1ebHoCT7hCAy59e6PtGfw%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Support the development and maintenance of a high performing quality provider network by engaging with Accountable Care Organizations (ACOs) and independent primary care providers to promote quality improvement for NCQA Healthcare Effectiveness and Data Information Set (HEDIS) measures, MA Stars and developing improvement plans when needed. Implement and manage all Quality Management activities for assigned providers. Work closely with relevant Blue Cross NC stakeholders to educate providers regarding quality management and preventive health initiatives and programs.

What You'll Do


Some onsite clinical practice visits required (East: Wilmington area and West: Asheville area).
Maintain a collaborative working relationship with assigned providers to streamline processes related to Healthcare Effectiveness Data and Information Set (HEDIS) measures to maximize outcomes of NCQA accreditation, Medicare Stars, HEDIS Measure performance and improve provider satisfaction.
Provides guidance with interpretation of clinical aspects of Corporate Medical Policy and HEDIS Measures, develops, and implements quality improvement plans based on departmental goals. Aligns clinical decision-making processes with regulatory requirements (e.g., DOI/ERISA/NCQA). Keeps abreast of medical knowledge, care patterns, regulatory and governmental rules, and regulations.
Provides education and supports implementation of Blue Cross NC quality-based programs ensuring care cap closure (including HEDIS medical record abstraction) to improve member outcomes. Programs include but not limited to: Blue Premier and Medicare Advantage Quality Incentive Program (MAQIP).
Utilize data analysis and visualization tools to create presentations, providing relevant and actionable feedback to providers in monthly quality workstream meetings in collaboration with internal quality teams and external stakeholders.
Assists in the evaluation, development, and integration of Quality Management programs in support of new corporate initiatives. Participate in change efforts and promotes department, division, and corporate goals.
Collects, organizes, and disseminates “best practices” information regarding providers operating within Value Based Programs. Supports the development of continuous quality improvement activities.
Provides local presence for Quality Management (QM) related activities.


What You'll Bring (Hiring Requirements)


RN with 3 years of clinical experience or LPN with 5 years of clinical experience required.
Must have previous work experience in applicable business area (i.e., UM, CM, Medical Review or quality programs)
Bachelor’s degree or advanced degree preferred.


Hiring Preferences


Experience with HEDIS Clinical measures data extraction strongly preferred.
Previous experience with clinical quality improvement preferred.


Salary Range

$68,200.00 - $109,100.00
Show more "
3952663973,"Sr Support Engineer, AI/ML",Blue Cross NC,2024-06-17,https://www.linkedin.com/jobs/view/sr-support-engineer-ai-ml-at-blue-cross-nc-3952663973?position=12&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=Eh%2BtkL04ew1d%2BF0jg%2Fw6WQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

Blue Cross and Blue Shield of North Carolina has an immediate need for a Senior Support Engineer who will bolster our growing Artificial Intelligence and Machine Learning (AI/ML) practice.

We are seeking a skilled AI/ML Support Engineer to join our team and provide technical support for our AI and machine learning applications. In this role, you will troubleshoot issues, assist users with AI/ML tools and models, and ensure the smooth operation of our AI systems. Your expertise will help in deploying, maintaining, and optimizing these AI systems effectively. The ideal candidate will have a strong background in AI/ML technologies, excellent problem-solving skills, and the ability to communicate effectively with both technical and non-technical stakeholders.

The AI/ML COE builds foundational AI/ML capabilities and solutions that serve multiple cross-domain business use cases and provide thought-leadership on the potential of AI/ML in delivering transformational value for the enterprise. AI/ML COE maintains and matures BCBSNC AI/ML operations environment, and AI/ML standards & best practices to enable scaling of data science solutions from ideation to prototype, automation, productionization, and integration into business workflows. AI/ML COE also maintains a community of practice for data scientists at BCBSNC and developing partnerships with universities, and other Blues plans.

What You Will Do


Troubleshoot issues related to data pipelines, model predictions, and system integrations.
Provide technical guidance to internal teams and external stakeholders.
Assist in resolving technical challenges related to AI/ML applications.
Assist in optimizing machine learning models for efficiency, accuracy, and scalability.
Monitor performance and health of AI systems and models including identification of anomalies or deviations in model behavior.
Document support processes, troubleshooting steps, and solutions for common issues.
Document deployment processes, configurations, and best practices.
Train end-users on utilizing AI/ML tools effectively.
Work closely with business partners, product managers, and data scientists to ensure that the machine learning models continue to serve their intended purpose.
Support on-going monitoring, tracking, and testing of AI/ML including prototypes and production deployments.


What You Bring


Bachelor's or Advanced Degree where required
5+ Years of Experience
In lieu of degree, 7+ years experience


Salary Range

$100,500.00 - $182,700.00
Show more "
3945998756,Principal Data & Analytics Governance Analyst,Blue Cross NC,2024-06-10,https://www.linkedin.com/jobs/view/principal-data-analytics-governance-analyst-at-blue-cross-nc-3945998756?position=13&pageNum=0&refId=KZw7XnNEZ740pA%2BcWX3Zpw%3D%3D&trackingId=zblA9B5HDQECkBIKFav7CQ%3D%3D&trk=public_jobs_jserp-result_search-card,[],"Job Description

IT is different here. Our work as technology specialists pushes the boundaries of what’s possible in health care. You will build solutions that make a real difference in people’s lives. Driven by the importance of their work, our team members innovate to elevate. We’re encouraged to be curious, collaborate, and turn ideas into solutions that can make health care better for all.

In this role you will lead the development and implementation of our enterprise’s Data and Analytics Governance strategy. Assume accountability for the assessment, improvement and governance of quality and ongoing fitness-for-purpose of the organization's foundational data and analytics products.

If you are ready to make a career out of making a difference, then you are the person for this team.

What You Will Do


Lead governance and process development principles to drive end-to-end Data and Analytics framework implementation and adoption. Provide Strategic Thought Leadership into the Development and Implementation of Data and Analytics Governance Strategy and Framework
Provide strategic thought leadership to define, improve and execute best practices and performance measures for foundational and strategic data and analytics products
Forge strong business and stakeholder partnerships with Business and IT leaders to understand value and risk drivers, assess needs, and develop solutions in alignment with Data and Analytics Governance goals
Lead governance and process development principles to drive end-to-end framework implementation and adoption


What You Bring


Bachelor's degree or advanced degree (where required)
8+ years of experience in related field
In lieu of degree, 10+ years of experience in related field


Salary Range

$91,100.00 - $164,000.00
Show more "
